1001,1
548,46701667604.0379
89,3653398.98672949
102,7719114.99009621
77,1621672.26450576
266,1180078593.02844
632,96023004728.614
411,10866185610.6887
427,13191769037.758
384,7692736661.46996
214,385160389.921894
855,440828711894.376
50,117555.03140528
276,1425879251.57353
802,319344568204.994
567,55487470524.1021
877,500997638531.772
40,22130.2300993793
979,871685982000.227
629,93743037747.5393
75,1395774.52378688
447,16641212103.2655
316,2849345175.729
579,61685012525.4781
663,122285960430.049
466,20552456273.4575
680,138954254208.499
426,13035679009.4513
158,79479355.3750006
565,54504853240.1858
648,108944024411.675
857,446046865244.478
372,6545365776.9358
899,567563802697.596
730,198757101261.684
87,3220486.60660763
311,2626432302.96175
498,28775169337.6259
69,862564.901033216
187,191496514.89081
118,16943839.8623149
233,597343651.85401
919,634047595057.268
638,100716002914.423
95,5234814.60649806
274,1373712843.43271
571,57495213094.5345
937,699077485281.593
481,24132418256.4496
522,36518679854.4554
11,-221.711754984437
524,37232403786.2639
377,7005482746.44547
854,438238012305.42
432,13994801869.0108
514,33772372616.5805
344,4393932764.58215
338,4016946700.68955
646,107256881182.993
271,1298334551.8013
640,102320457783.905
530,39440777198.5687
420,12129864693.931
279,1507086966.80457
164,96609106.0944706
729,197387786516.475
460,19245486630.7431
41,27301.3563419104
540,43353281592.2481
638,100716002914.423
30,-1213.57369409912
979,871685982000.227
637,99921358051.5913
169,113029175.230012
722,188012424573.611
696,156256316075.221
71,1018355.40205061
171,120189503.726054
321,3087134788.24564
900,570749494109.05
277,1452549688.6339
804,323377793502.389
401,9587935914.42723
309,2541273077.27267
826,370494030927.722
31,-451.997202810278
832,384252222387.222
94,4939270.63159882
34,3404.85212180157
918,630582118622.554
910,603400203419.638
986,903502089965.916
371,6456313499.62779
13,-450.047852003057
893,548747026998.336
233,597343651.85401
442,15718130430.5146
480,23879256245.1343
374,6726417145.75174
615,83668449617.2644
310,2583572149.99222
323,3186579329.69412
750,227779315369.941
956,773399385940.804
107,10006676.2833486
231,571394224.601052
751,229314710987.1
68,792027.915487206
201,278504178.674747
686,145252797158.78
560,52109094742.5995
768,256708909064.512
1,41.9272375621121
27,-2394.48331722029
557,50712578093.8794
78,1744916.30982789
227,522197922.134838
822,361542949482.815
969,827795401648.907
672,130898022756.415
690,149577196417.141
761,245128933148.274
495,27907864854.1712
515,34106325138.0449
141,43668979.7549724
409,10600226327.0046
325,3288568937.3425
983,889754835452.698
497,28483706539.491
424,12727930334.318
689,148486568876.931
517,34782154042.9637
601,74479175249.1847
846,417947784101.531
403,9833430070.27172
860,453966631676.676
185,181087259.355563
907,593452093215.194
881,512610515404.174
329,3500378039.23896
144,48799919.546088
62,457682.621688759
670,128943564560.854
867,472884045584.626
458,18824925590.4515
51,134113.707399054
752,230858374507.898
294,1970446015.91642
333,3722957617.77503
606,77663238631.1659
689,148486568876.931
872,486778502574.825
824,365996600740.609
518,35124061633.1981
92,4387891.40172572
520,35815941565.8868
583,63869555593.9893
942,718056380177.533
257,988989241.04174
984,894318528230.011
406,10211072831.4333
541,43760994690.8619
495,27907864854.1712
617,85052047180.1783
847,420442134491.328
369,6281115695.1417
472,21929469737.011
462,19673529044.5147
43,39984.4187523453
203,293157658.529197
502,29964972396.4851
255,950095278.909976
530,39440777198.5687
245,773529017.409666
140,42057823.1312174
747,223222403844.685
505,30882884890.6093
972,840772515033.656
461,19458566476.9589
686,145252797158.78
528,38693322686.4805
143,47038920.8124076
628,92992748754.1677
88,3431541.701681
178,148154335.116418
472,21929469737.011
523,36874160620.8396
637,99921358051.5913
371,6456313499.62779
550,47570244066.925
30,-1213.57369409912
668,127012519817.173
605,77017875159.8537
498,28775169337.6259
269,1249946885.31023
304,2338001843.65454
278,1479617453.67425
557,50712578093.8794
916,623696621713.285
364,5859708391.03103
324,3237252982.12332
248,823479379.63302
207,324312044.517799
231,571394224.601052
938,702840782425.917
231,571394224.601052
952,757250645845.909
179,152540646.749228
434,14326754655.0237
181,161624343.044772
617,85052047180.1783
603,75740017281.0192
